105.2464666667,104.2946,104.9616666667,104.4590666667,103.7198,103.7198,102.2653333333,102.2653333333,102.2653333333,100.8108666667,100.8108666667,100.0716,100.0716,99.3082666667,99.3082666667,99.3082666667,99.3082666667,99.3082666667,98.3564,97.8538,96.9019333333,96.9019333333,96.9019333333,96.9019333333,96.9019333333,96.9019333333,96.9019333333,97.1145333333,97.1145333333,97.1145333333,97.1145333333,97.1145333333,97.1145333333,97.1145333333,97.1145333333,97.1145333333,96.3752666667,96.3752666667,97.1145333333,97.1145333333,97.1145333333,96.9019333333,96.9019333333,96.9019333333,96.9019333333,96.9019333333,96.9019333333,96.9019333333,97.8538,30.0472,29.1194,28.1675333333,27.2638,26.5486,26.5486,25.6208,24.6689333333,24.6689333333,23.7652,23.7652,22.8133333333,22.8133333333,22.8374,22.8374,21.9096,21.9096,21.9096,21.9096,21.9096,20.9577333333,20.2666,20.9577333333,20.9577333333,20.9577333333,20.9577333333,20.9577333333,20.9577333333,20.9577333333,20.9577333333,20.9577333333,20.9577333333,21.9096,21.9096,21.9096,22.8374,22.8133333333,22.8133333333,22.8133333333,23.7652,23.7652,23.7652,24.6689333333,25.6208,26.5486,26.3119333333,27.2638,28.1916,28.1675333333,29.1194
104.9616666667,103.7198,103.7198,102.7679333333,102.2653333333,102.2653333333,101.3134666667,100.8108666667,100.0716,100.0716,100.0716,99.3082666667,99.3082666667,99.3082666667,99.3082666667,97.8538,97.8538,97.8538,96.9019333333,96.9019333333,96.9019333333,97.1145333333,97.1145333333,97.1145333333,97.1145333333,96.3752666667,96.3752666667,96.3271333333,95.3752666667,94.8726666667,94.8726666667,95.4234,95.4234,96.3752666667,96.3752666667,96.3752666667,94.9208,95.4234,96.3752666667,96.3752666667,96.3752666667,96.3752666667,96.3752666667,97.1145333333,97.1145333333,97.1145333333,97.1145333333,96.9019333333,97.1145333333,29.1194,28.1916,27.2638,26.5486,25.6208,25.6208,24.693,23.7652,23.7652,23.7652,22.8374,21.9096,21.9096,22.8374,21.697,20.7692,20.7692,20.7692,20.7692,20.7692,19.8414,19.8414,19.8414,19.8414,19.8414,19.8414,19.8414,19.8414,19.8414,19.8414,20.2666,20.2666,20.2666,20.2666,20.9577333333,21.9096,21.9096,21.9096,22.8374,22.8374,23.7652,23.7652,23.7652,24.6689333333,25.6208,25.6208,26.5486,27.2638,28.1916,28.1916
104.4590666667,103.7198,102.2653333333,102.2653333333,101.3134666667,100.8108666667,100.0716,99.3323333333,99.3323333333,99.3082666667,99.3082666667,99.3082666667,97.8538,97.8538,96.9019333333,96.9019333333,95.9500666667,97.1145333333,96.3752666667,96.3752666667,96.3752666667,96.3271333333,96.3271333333,95.6119333333,95.6119333333,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,93.9208,93.9208,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,95.6119333333,95.6119333333,96.3752666667,96.3752666667,27.2638,27.2638,27.2638,25.6208,24.6689333333,23.7652,23.7652,22.8133333333,22.8133333333,22.8374,21.9096,21.9096,21.9096,21.697,19.8414,19.8414,19.8414,19.8414,19.8414,18.9136,18.9136,19.8414,18.9136,18.9136,18.9136,18.9136,18.9136,18.9136,18.9136,19.8414,18.411,19.3388,19.3388,20.2666,20.2666,20.2666,20.2666,21.1944,21.9096,21.9096,22.8374,22.8374,22.8133333333,23.7652,24.693,25.6208,25.6208,25.6208,26.3119333333,27.2638
103.7198,102.2653333333,102.2653333333,101.3134666667,100.8108666667,100.7627333333,100.7627333333,99.3082666667,99.3082666667,98.3564,97.8538,96.9019333333,96.9019333333,95.9500666667,95.9500666667,97.1145333333,96.3752666667,96.3271333333,96.3271333333,96.3271333333,94.8726666667,93.9208,93.9208,93.9208,93.9208,93.9208,94.1334,94.1334,94.1334,94.1334,94.1334,94.1334,94.1334,94.1334,94.1334,94.1334,93.3941333333,93.3941333333,93.3941333333,94.1334,94.1334,94.1334,93.9208,93.9208,93.9208,93.9208,93.9208,94.8726666667,94.9208,27.2638,25.6208,24.6689333333,24.6689333333,23.7652,23.7652,22.8133333333,21.9096,21.9096,20.9577333333,20.9577333333,20.7692,20.7692,19.8414,19.8414,18.8895333333,18.9136,18.9136,18.9136,17.9617333333,17.9617333333,18.9136,18.9136,18.9136,18.9136,18.9136,18.9136,18.9136,18.9136,17.9617333333,17.9617333333,18.9136,18.9136,18.9136,19.8414,18.8895333333,19.8414,20.7692,20.2666,20.9577333333,21.9096,21.9096,21.8614666667,22.8133333333,23.7652,24.693,24.6689333333,24.6689333333,24.6689333333,26.3119333333
102.2653333333,102.2653333333,100.8108666667,100.8108666667,100.7627333333,99.3082666667,99.3082666667,97.8538,97.8538,96.9019333333,96.9019333333,96.3752666667,96.3752666667,96.3271333333,96.3271333333,95.6119333333,94.8726666667,94.8726666667,94.8726666667,94.8726666667,93.9208,92.9689333333,93.3941333333,93.3941333333,93.3941333333,93.3941333333,93.3941333333,93.3941333333,93.3941333333,92.6789333333,91.9396666667,91.9396666667,91.9396666667,93.3941333333,92.6789333333,91.9396666667,91.9396666667,91.9396666667,92.6789333333,92.4422666667,93.3941333333,93.3941333333,93.3941333333,93.3941333333,93.3941333333,93.3941333333,93.3941333333,94.0852666667,93.9208,26.3119333333,25.6208,24.6689333333,23.7652,23.7652,22.8374,21.9096,21.9096,21.9096,20.9577333333,19.8414,19.8414,19.8414,19.8414,18.9136,18.9136,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.0098666667,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.9617333333,17.9617333333,18.9136,18.9136,18.8895333333,18.8895333333,19.8414,20.7692,20.2666,20.9577333333,21.9096,22.8374,22.8133333333,22.8133333333,23.7652,24.693,24.6689333333,25.6208
100.8108666667,100.8108666667,100.7627333333,100.0475333333,99.3082666667,98.3564,97.8538,96.9019333333,96.9019333333,97.1145333333,97.1145333333,96.3271333333,96.3271333333,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.8726666667,94.1334,94.1334,93.3941333333,93.3941333333,93.3941333333,91.9396666667,91.9396666667,91.9396666667,91.9396666667,91.9396666667,91.8915333333,91.8915333333,91.8915333333,91.9396666667,91.9396666667,91.9396666667,91.9396666667,91.9396666667,91.9396666667,91.9396666667,92.6789333333,91.9396666667,91.9396666667,91.9396666667,91.9396666667,92.6789333333,92.6789333333,92.6789333333,92.6789333333,92.6308,92.7270666667,24.6689333333,25.1956,22.8133333333,22.8133333333,21.9096,20.9577333333,20.9577333333,21.1944,20.2666,19.3388,19.8414,19.8414,18.9136,18.9136,18.9136,17.9617333333,17.9617333333,17.9617333333,17.2706,16.3428,16.3428,15.3909333333,16.3428,16.3428,16.3428,16.3428,16.3428,16.3428,16.3428,16.3428,16.3428,17.2706,17.9617333333,17.9617333333,17.9617333333,18.9136,18.9136,18.9136,18.9136,20.7692,20.2666,19.3388,20.9577333333,21.9096,21.9096,21.9096,22.8133333333,23.7652,24.693,25.6208
100.0716,100.0716,99.3082666667,99.3082666667,98.3564,97.8538,97.8538,97.1145333333,96.3752666667,96.3752666667,96.3271333333,94.8726666667,93.9208,94.8726666667,94.8726666667,94.1334,94.1334,94.1334,92.4422666667,92.4422666667,92.4422666667,91.9396666667,91.9396666667,91.9396666667,91.9396666667,91.9396666667,90.9396666667,90.4370666667,90.4370666667,90.4370666667,90.4370666667,91.1763333333,90.4370666667,90.9396666667,90.9396666667,90.4370666667,90.4370666667,90.4370666667,91.8915333333,90.4852,90.4852,90.9878,90.9878,90.9878,90.9878,91.9396666667,91.9396666667,92.6308,92.7270666667,24.6689333333,24.2678,22.8133333333,22.8374,21.9096,20.2666,20.2666,20.2666,19.3388,19.8414,18.9136,18.9136,18.9136,17.9617333333,17.9617333333,17.9617333333,17.2706,16.3428,16.3428,15.3909333333,15.3909333333,15.3909333333,15.3909333333,15.3909333333,15.3909333333,15.3909333333,15.3909333333,15.3909333333,15.3909333333,15.3909333333,15.3909333333,16.3428,16.3428,16.3428,17.9617333333,17.0098666667,17.9617333333,18.9136,17.9617333333,19.8414,19.8414,19.3388,19.3388,20.2666,20.9577333333,21.9096,21.9096,22.8133333333,23.7652,24.693
100.0716,99.3082666667,98.3564,97.8538,97.8538,97.1145333333,97.1145333333,96.3752666667,95.6119333333,94.8726666667,94.8726666667,94.8726666667,94.1334,94.1334,93.3941333333,92.4422666667,91.9396666667,91.9396666667,90.9878,90.9878,90.9396666667,90.4370666667,89.4852,91.1763333333,91.1763333333,90.4370666667,89.4852,90.4370666667,89.4852,89.4852,89.4852,89.4852,89.6978,89.6978,89.6978,89.6978,89.6978,89.6978,89.4852,89.4852,89.4852,89.4852,89.4852,89.4852,89.4852,89.4852,90.4370666667,90.9396666667,91.1763333333,24.2678,23.7652,22.8374,21.697,20.2666,21.9096,20.7692,20.7692,18.8895333333,18.9136,18.9136,17.9617333333,18.9136,17.9617333333,16.3428,16.3428,15.3909333333,15.3909333333,15.3909333333,15.415,15.415,15.415,14.4872,14.4872,14.4872,14.4872,14.4872,15.415,15.415,15.415,15.3909333333,14.4390666667,15.3909333333,15.3909333333,16.3428,16.3428,16.3428,17.0098666667,17.9617333333,18.9136,18.9136,18.9136,19.8414,19.3388,20.2666,20.9577333333,21.9096,22.8374,22.8133333333,23.7652
99.3082666667,97.8538,97.8538,96.9019333333,96.3752666667,96.3752666667,95.3752666667,95.6119333333,94.8726666667,93.9208,94.1334,94.1334,93.3941333333,93.3941333333,91.9396666667,91.9396666667,91.9396666667,91.9396666667,91.8915333333,90.4370666667,90.4370666667,90.4370666667,89.4852,90.4370666667,89.4852,89.4852,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.9585333333,89.6978,89.6978,89.6978,89.6978,89.6978,89.4852,89.4852,89.4852,89.4852,90.4370666667,23.3159333333,22.8374,21.9096,20.7692,19.3388,19.8414,19.8414,19.8414,18.9136,17.9617333333,17.9617333333,17.2706,17.2706,16.3428,15.3909333333,15.3909333333,15.3909333333,15.415,15.415,14.4872,14.4872,14.4872,15.415,14.4872,14.4872,14.4872,14.4872,14.4872,14.4872,14.4872,14.4872,14.4872,15.415,15.415,15.3909333333,16.3428,16.3428,17.2706,17.0098666667,17.9617333333,18.9136,18.9136,18.9136,19.8414,20.2666,20.2666,20.7451333333,21.9096,22.8374,22.8133333333
97.8538,96.9019333333,97.1145333333,96.3752666667,96.3271333333,94.8726666667,94.8726666667,94.8726666667,94.1334,93.3941333333,93.3941333333,92.4422666667,91.9396666667,91.9396666667,91.9396666667,90.9396666667,90.9396666667,90.4370666667,90.4370666667,89.4852,89.4852,89.6978,88.9585333333,88.9585333333,88.9585333333,88.9585333333,88.0066666667,88.0066666667,87.5040666667,87.5040666667,87.5040666667,87.5040666667,87.5040666667,87.5040666667,87.5040666667,87.5040666667,87.5040666667,87.5040666667,87.5040666667,88.0066666667,88.9585333333,88.9585333333,88.0066666667,88.9585333333,88.9585333333,88.9585333333,88.9585333333,89.4852,89.6978,22.6248,21.9096,21.9096,20.7692,19.8414,18.8895333333,18.9136,18.9136,17.9617333333,16.3428,16.3428,16.3428,15.3909333333,15.3909333333,15.415,15.415,15.415,14.4872,14.4872,13.5353333333,13.5353333333,13.5353333333,13.5353333333,13.5353333333,13.5353333333,13.5353333333,13.5353333333,13.5353333333,13.5353333333,13.5353333333,13.5353333333,13.5353333333,14.4872,14.4872,14.4872,14.4872,15.3909333333,16.3428,16.3428,16.3428,17.2706,17.2706,17.9617333333,18.9136,18.3869333333,19.3388,19.8414,20.9577333333,22.8374,22.8374
